Bidder,ClickRate
08bade48-1081-488f-b459-6c75d75312ae,  0.0
10fa3930-fa02-4c4a-8fd6-4bc5d831c171,  0.0
c536f9aa-9f3a-43e1-832e-9434911aa3b3,  0.0
be7bdddc-ee64-482b-afea-46216544807d,  0.0
86052521-4456-4808-b03d-7a892c0f17f2,0.002871500358937545
515e52cb-5a62-415e-9f08-9e2fa92f7061,0.0016741071428571428
6b711568-4cfa-43fd-850a-866107f99b1c,  0.0
28f05d7e-5c30-4b27-9f81-d88d20d08ac6,0.009900990099009901
18527f56-499f-416b-bef4-c2e20f654223,0.004123711340206186
30284a72-15db-4f39-8699-5e6394d9eb6e,0.0044013427825438265
2e405ca2-8810-4448-b682-5d186ab24391,0.016725009723842863
c3ad7094-88ae-4a82-a9e1-00bf7acf29e2,  0.0
20d08fc0-b213-4d18-ba9a-6ce7ec9df829,0.001514386673397274
d8aabf51-f6c5-4d8b-9565-89e61f103813,0.04878048780487805
90546bf0-1794-4282-a2b1-81dca290800b,0.012048192771084338
44b9f088-7d6e-48c9-91a9-ab0fca5cdeeb,0.06505295007564296
fa7f5e1c-3016-450a-a778-6aaca9ba1d4a,0.0763888888888889
a2c5e255-fec2-4722-b45b-dd2455198d86,  0.0
f583da53-bff4-436e-8e87-487f8122beee,0.008333333333333333
3a100534-7b8b-4536-9e35-73b4ae6b2a59,0.008043310131477185
