BidderID,Quality
3a100534-7b8b-4536-9e35-73b4ae6b2a59,1.3615378079274412
b4f89140-1764-4d50-889e-95aae2ed8403,  0.0
722ba2cc-8354-4029-adf5-9b901b4afb5c,2.694943083012997
327b7d84-2646-4818-a1ee-a45a2e7d716c,  0.0
fd0b1082-2d68-43c6-849e-6ef7f092c09d,1.8456167202074425
8b105e0d-9c93-499f-b67f-2f2a26407871,1.7409929250104503
24fffcaf-134a-4a99-9756-f9261b74ed6a,1.4946184750431546
ccebcd2f-3eb2-410c-a443-cf8e1fb4fc78,1.1908458042917807
409c8972-a5fa-4233-8b47-7d3d4e4ba961,1.5349167217448776
6f15d700-facb-45be-aaba-bbd1fb359833,0.5874338580475665
54061b39-6e18-45d1-93f4-13adb3ea1986,1.3447208359103224
e7659286-f17e-4d25-ae1b-7bf7bfe55ab5,0.3503473404265437
af413332-8015-480c-9bc5-132de70f9e1d,1.8876174717637995
2de3966f-0109-4c7b-b4a1-fd1dde8b3bb4,1.4856903327455124
6bcbb8b0-002d-43b4-ae73-e270e1318efd,3.981704664176882
d42271d5-7367-4ffb-95a5-4d1cb2b0dc59,2.4658964945760617
dc3506ad-c068-4aaa-b00f-145d816adefb,1.4200419258131207
ec841a13-dd12-4248-8d11-11345d4cce01,0.9182494425865133
a95a3cdb-33ba-4e42-a9f4-65e79509bfc6,0.9008961191258835
62ac6e40-3734-4c74-bb74-def009626725,2.447256703095421
